Station Name,Street Address,City,State,Zip Code,Connector1,Connector2,Connector3,Connector4,Geocode Status,Latitude,Longitude,ID
Crosby Nissan,2715 Memorial Dr,Waycross,GA,31501,,1,,,GPS,31.208286,-82.339728,46496
Ventura County Medical Center,3291 Loma Vista Rd,Ventura,CA,93003,,3,,,GPS,34.2771133,-119.2524506,46515
Nissan of Durango,20704 Highway 160,Durango,CO,81303,,1,,,GPS,37.269708,-107.907728,46532
General Electric Capital,901 Main Ave,Norwalk,CT,6851,,2,,,GPS,41.144988,-73.428669,46552
Lokey Nissan,27758 US Highway 19 N,Clearwater,FL,33761,,1,,,GPS,28.024503,-82.738817,46564
Coggin Nissan,10600 Atlantic Blvd,Jacksonville,FL,32225,,1,1,,GPS,30.324014,-81.524719,46577
Maus Nissan,3923 US 19 N,New Port Richey,FL,34652,,1,,,,28.2204697,-82.7357217,46595
Pearson Nissan of Ocala,2060 SW College Rd,Ocala,FL,34471,,1,,,GPS,29.171608,-82.161506,46597
Marriott Grand Vista,5935 Avenida Vista,Orlando,FL,32822,,2,,,GPS,28.3984649,-81.4537093,46600
Gettel Nissan of Sarasota,3530 Bee Ridge Rd,Sarasota,FL,34239,,1,,,GPS,27.298292,-82.499125,46627
Nissan of Venice,700 US Highway 41 Bypass S,Venice,FL,34292,,1,,,GPS,27.090886,-82.433092,46636
Wesley Chapel Nissan,28519 State Rd 54,Wesley Chapel,FL,33544,,1,,,GPS,28.23835,-82.344239,46638
Hilton Garden Inn,3045 Windy Hill Rd,Atlanta,GA,30339,,2,,,GPS,33.9064807,-84.4639319,46642
Conyers Nissan,1420 Iris Dr,Conyers,GA,30094,,1,,,,33.665869,-84.034674,46651
Gexpro,1640 Satellite Blvd,Duluth,GA,30097,,1,,,GPS,33.999241,-84.0836039,46655
Mayer Electric,1455 Canton Rd,Marietta,GA,30066,,1,,,GPS,33.9857531,-84.5342757,46660
Whole Foods Market,1311 Johnson Ferry Rd NE,Marietta,GA,30068,,3,,,GPS,33.9800305,-84.4283643,46661
Mayer Electric,6500 Peachtree Industrial Blvd,Norcross,GA,30071,,1,,,GPS,33.9394382,-84.2477065,46664
Heritage Nissan,1500 Veterans Memorial Hwy,Rome,GA,30161,,1,1,,GPS,34.285885,-85.136626,46665
Massey Automotive,600 W Bypass,Andalusia,AL,36420,,1,,,GPS,31.318556,-86.45545,46669
Lynch Nissan - Auburn,140 W Creek Pkwy,Auburn,AL,36830,,1,,,GPS,32.559745,-85.50088,46671
McKinnon Nissan,135 Price Dr,Clanton,AL,35046,,1,,,GPS,32.888783,-86.622664,46679
Benson's Appliance Center,501 N McKenzie St,Foley,AL,36535,,3,,,GPS,30.41093,-87.6838656,46687
Troy Nissan,110 US Highway 231 N,Troy,AL,36081,,1,,,GPS,31.853981,-85.997064,46698
San Francisco Airport Marriott Waterfront,1800 Old Bayshore Hwy,Burlingame,CA,94010,,5,,,GPS,37.6023496,-122.3706759,46711
Stone Brewing World Bistro & Gardens,1999 Citracado Pkwy,Escondido,CA,92029,,2,,,GPS,33.11606,-117.119,46723
Renaissance Indian Wells Resort & Spa,44400 Indian Wells Ln,Indian Wells,CA,92210,,6,,,GPS,33.7194429,-116.3300709,46729
Nissan of Oakland,2735 Broadway,Oakland,CA,94611,,1,1,,GPS,37.820419,-122.261344,46741
Independent Electric Supply,41 Inner Belt Rd,Somerville,MA,2143,,1,,,GPS,42.379048,-71.081656,46756
Whole Foods Market,442 Washington St,Wellesley,MA,2482,,1,,,GPS,42.3024429,-71.285709,46758
WESCO - CCA,35 Otis St,Westborough,MA,1581,,1,,,GPS,42.2763739,-71.643192,46759
Paulson Electric,3050 12 St SW,Cedar Rapids,IA,52404,,1,,,GPS,41.947533,-91.6870579,46789
Tri-City Electric,6105 N Brady St,Davenport,IA,52806,,2,,,GPS,41.5829247,-90.5713513,46790
Galesburg Nissan,2080 N Henderson St,Galesburg,IL,61401,,1,,,GPS,40.973058,-90.383695,46823
Carmel Electric Contractors,12722 Hamilton Crossing Blvd,Carmel,IN,46032,,1,,,GPS,39.972624,-86.1603897,46839
Indianapolis Airport - Garage Valet,7800 Col H Weir Cook Memorial Dr,Indianapolis,IN,46241,,2,,,GPS,39.7146945,-86.2980639,46840
Indy Park Ride & Fly,3875 Plainfield Rd,Indianapolis,IN,46231,,3,,,GPS,39.706324,-86.331591,46841
Purdue University - Armory,812 3rd St,West Lafayette,IN,47907,,1,,,GPS,40.4277617,-86.9162607,46844
Purdue University - Grant Street Parking Garage,120 N Grant St,West Lafayette,IN,47906,,1,,,GPS,40.4244203,-86.9103211,46845
Purdue University - Northwestern Parking Garage,460 Northwestern Ave,West Lafayette,IN,47907,,1,,,GPS,40.4296753,-86.9120266,46846
University of Louisville - Belknap Parking Garage,2205 S Floyd St,Louisville,KY,40208,,6,,,GPS,38.2158706,-85.7548686,46853
Electric Insurance Co,75 Sam Fonzo Dr,Beverly,MA,1915,,2,,,GPS,42.579607,-70.90188,46857
Whole Foods Market,415 Centre St,Jamaica Plain,MA,2130,,1,,,GPS,42.3210691,-71.1105151,46860
Inn at Santa Fe,8376 Cerrillos Rd,Santa Fe,NM,87507,1,,,,GPS,35.61229,-106.0323,46893
City of Rancho Cucamonga - Red Hill Community Park,7484 Vineyard Ave,Rancho Cucamonga,CA,91730,,1,,,GPS,34.11787,-117.611,46976
Illinois Institute of Technology,3201 S State St,Chicago,IL,60616,,6,1,,GPS,41.83545303,-87.62598419,46990
Friendship Nissan,156 Oak St Extension,Forest City,NC,28043,,1,,,GPS,35.334675,-81.892822,46996
Modern Nissan of Hickory,840 US Highway 70 SE,Hickory,NC,28602,,1,1,,GPS,35.710136,-81.321182,47010
Montreat College,310 Appalachian Way,Montreat,NC,28757,,1,,,GPS,35.64569,-82.296916,47017
Lee Nissan,4170 Raleigh Rd Pkwy,Wilson,NC,27896,,1,1,,GPS,35.756003,-77.9753,47046
Fenton Nissan,8800 NW Expy,Oklahoma City,OK,73162,,1,,,GPS,35.570933,-97.670511,47055
Jackie Cooper Nissan,9898 S Memorial Dr,Tulsa,OK,74133,,1,,,GPS,36.021596,-95.887791,47059
Benson Nissan,4676 Calhoun Memorial Hwy,Easley,SC,29640,,1,,,GPS,34.8261215,-82.5649691,47073
Quality Nissan of Greenwood,1724 Montague Ave,Greenwood,SC,29646,,1,,,,34.211372,-82.1778025,47079
Grand Strand Nissan,4701 Highway 501,Myrtle Beach,SC,29579,,1,1,,GPS,33.753917,-78.965658,47086
Orangeburg Nissan,2827 Saint Matthews Rd NE,Orangeburg,SC,29118,,1,,,GPS,33.538342,-80.834906,47090
Coastal Nissan,8519 Ocean Hwy,Pawleys Island,SC,29585,,1,,,GPS,33.426264,-79.157814,47092
Benson Cadillac Nissan,I-585 and US 221,Spartanburg,SC,29303,,1,,,,34.9602754,-81.9410724,47096
Scott Clark Nissan,9215 S Blvd,Charlotte,NC,28273,,1,,,GPS,35.111292,-80.881867,47119
Haywood Community College,185 Freedlander Dr,Clyde,NC,28721,,1,,,GPS,35.525966,-82.927696,47121
Durham County - Human Services Building Lot,414 E Main St,Durham,NC,27701,,2,,,GPS,35.99112,-78.895,47125
Durham County - Justice Center Deck,247 S Magnum St,Durham,NC,27701,,4,,,GPS,35.99289,-78.9014,47126
Durham County - Main Library,300 N Roxboro St,Durham,NC,27701,,2,,,GPS,35.99491,-78.8959,47127
Durham County - North Regional Library,221 Milton Rd,Durham,NC,27712,,2,,,GPS,36.08785,-78.9135,47128
Durham County - South Regional Library,4505 S Alston Ave,Durham,NC,27713,,2,,,GPS,35.90237,-78.8883,47129
Alliance Nissan,1712 N Rd St,Elizabeth City,NC,27909,,1,,,GPS,36.339936,-76.244936,47130
Napleton Nissan,1301 Indianapolis Blvd,Schererville,IN,46375,,1,,,200-8,41.689561,-87.510056,47161
Black Mountain Public Safety Building,102 Montreat Rd,Black Mountain,NC,28711,,2,,,GPS,35.619218,-82.320192,47189
Everett Nissan,135 Innovation Dr,Boone,NC,28607,,1,,,GPS,36.222243,-81.635571,47190
Leith Nissan,2100 Auto Park Blvd,Cary,NC,27511,,3,1,,GPS,35.7390019,-78.8138134,47192
Woodfield Nissan,700 W Higgins Rd,Hoffman Estates,IL,60169,,1,1,,GPS,42.050042,-88.099433,47195
Schneider Electric Visitor Lot,3400 Square D Dr SW,Cedar Rapids,IA,52404,,2,,,GPS,41.941296,-91.67738,47231
Grant Park Neighborhood,512 Kelly St SE,Atlanta,GA,30312,,1,,,GPS,33.74076,-84.3804,47237
Yosemite Village Store,4183 Village Dr,Yosemite National Park,CA,95389,,1,,,GPS,37.74656,-119.584,47464
Priority Nissan,16301 Priority Way,Chester,VA,23831,,1,1,,GPS,37.304917,-77.392372,47551
Robert Woodall Nissan,132 Union St Bridge Rd,Danville,VA,24540,,1,,,GPS,36.595903,-79.397367,47553
Pohanka Nissan,5200 Jefferson Davis Hwy,Fredericksburg,VA,22408,,1,1,,GPS,38.25524,-77.4976,47557
Nissan of Norfolk,1250 N Military Hwy,Norfolk,VA,23502,,1,1,,GPS,36.86564,-76.2106,47565
Nissan of Richmond,11401 W Broad St,Richmond,VA,23233,,1,1,,GPS,37.650319,-77.609022,47567
Sheehy Nissan - Springfield,6727 Loisdale Rd,Springfield,VA,22150,,1,,,GPS,38.771228,-77.180533,47571
Hall Nissan - Virginia Beach,3757 Booney Rd,Virginia Beach,VA,23452,,1,1,,GPS,36.838989,-76.102433,47577
City of Lake Mary - City Hall,100 N Country Club Rd,Lake Mary,FL,32746,,1,,,GPS,28.75736,-81.323,47664
City of Lake Mary - Trail Head,3990 W Lake Mary Blvd,Lake Mary,FL,32746,,1,,,GPS,28.75658,-81.3459,47665
St Pete Beach City Hall,155 Cory Ave,St. Pete Beach,FL,33706,,2,,,GPS,27.744,-82.7475,47674
Tischer Nissan,3510 Ft Meade Rd,Laurel,MD,20724,,1,,,,39.1010445,-76.8216711,47700
Eden Prairie Nissan,12790 Plaza Dr,Eden Prairie,MN,55344,,1,1,,GPS,44.857006,-93.343806,47714
Umstead Hotel and Spa,100 Woodland Pond Dr,Cary,NC,27513,,3,,,GPS,35.82973,-78.7646,47718
Mayfair Town Center,900 Town Center Dr,Wilmington,NC,28405,,2,,,GPS,34.24358,-77.8315,47720
Baron Nissan,235 Glen Cove Rd,Greenvale,NY,11548,,1,1,,GPS,40.816267,-73.625869,47721
Fitzgerald Nissan,1436 Lincoln Way E,Chambersburg,PA,17201,,1,,,GPS,39.925539,-77.620844,47741
Lancaster Nissan,5340 Manheim Pike,East Petersburg,PA,17520,,1,1,,GPS,40.090978,-76.347247,47751
Faulkner Nissan,900 Old York Rd,Jenkintown,PA,19046,,1,,,,40.107777,-75.124183,47769
Montgomeryville Nissan,991 Bethlehem Pike,Montgomeryville,PA,18936,,1,,,GPS,40.225361,-75.232603,47777
Alexander Nissan,10 Alexander Dr,Muncy,PA,17756,,1,,,GPS,41.247703,-76.833589,47781
Bowser Nissan,1001 Clairton Blvd,Pleasant Hills,PA,15236,,1,,,200-9,40.319868,-79.941664,47786
Eisenhauer Nissan,6210 Penn Ave,Wernersville,PA,19565,,1,,,,40.333592,-76.0935219,47794
Kenny Ross Nissan,22030 Route 19,Zelienople,PA,16063,,1,1,,GPS,40.747133,-80.113714,47802
Billion Nissan,4400 W 12th St,Sioux Falls,SD,57107,,1,,,GPS,43.543947,-96.777236,47805
Santa Clara Valley Water District,5750 Almaden Expy,San Jose,CA,95118,,8,,,GPS,37.24761,-121.8745,47910
Skyland Automotive,255 Smokey Park Hwy,Asheville,NC,28806,,2,,,GPS,35.562735,-82.63133,48042
Cherokee Welcome Center,498 Tsali Blvd,Cherokee,NC,28719,,3,,,GPS,35.483554,-83.31624,48044
"AAA - Auto Club of Southern California, Los Angeles Branch",2601 S Figueroa St,Los Angeles,CA,90007,,2,,,GPS,34.02828,-118.2778,48358
Marriott - Renaissance Los Angeles Airport Hotel,9620 Airport Blvd,Los Angeles,CA,90045,,2,,,GPS,33.9492,-118.385,48362
JW Marriott Desert Springs Resort & Spa,74855 Country Club Dr,Palm Desert,CA,92260,6,9,,,GPS,33.75562,-116.361,48365
Home Depot,12121 Los Osos Valley Rd,San Luis Obispo,CA,93401,,1,,,GPS,35.250368,-120.6889,48367
Target,12076 Los Osos Valley Rd,San Luis Obispo,CA,93401,,6,,,GPS,35.252287,-120.6862,48368
Blue Water House Bed & Breakfast,407 E Market St,Lewes,DE,19958,2,,,,GPS,38.77933,-75.1355,48371
Panel Built,302 Beasley St,Blairsville,GA,30512,,1,,,GPS,34.874075,-83.940478,48373
Atlantic County Utilities Authority,6700 Delilah Rd,Egg Harbor Township,NJ,8234,,4,,,GPS,39.417467,-74.53968,48406
University of South Carolina - Bull Street Garage,611 Bull St,Columbia,SC,29201,,1,,,GPS,33.995092,-81.025669,48634
Spartanburg Downtown Airport,500 Ammons Rd,Spartanburg,SC,29306,,2,,,GPS,34.919272,-81.95753,48643
City of Evansville - Third Street Parking Garage,315 3rd St,Evansville,IN,47708,,1,,,,37.97367,-87.5743156,48654
Blue Ridge Community College - Alternative Fuels Lab,2 E Campus Dr,Flat Rock,NC,28731,,1,,,GPS,35.307145,-82.420904,48681
Blue Ridge Community College - Spearman Building,2 E Campus Dr,Flat Rock,NC,28731,,1,,,GPS,35.306506,-82.421425,48682
City of Grover Beach - City Hall,154 8th St,Grover Beach,CA,93433,,1,,,GPS,35.120895,-120.621507,48718
City of Morro Bay - Morro Bay Transit,535 Harbor St,Morro Bay,CA,93442,,1,,,GPS,35.36725,-120.847,48728
Gillman Subaru,18010 Interstate 45 N,Houston,TX,77090,,3,,,GPS,30.030167,-95.427623,48791
Lorien Hotel and Spa,1600 King St,Alexandria,VA,22314,,3,,,GPS,38.80598,-77.0569,48796
Alexis Hotel,1007 1st Ave,Seattle,WA,98104,,1,,,GPS,47.60465,-122.336,48799
"Marcum, Copp, Barbieri DDS",1129 Pacific St,San Luis Obispo,CA,93401,,1,,,GPS,35.28059,-120.657,48836
Bella Vista Road Park & Ride Lot,782 Davis Ct,Vacaville,CA,95687,3,4,1,1 SP Inductive,GPS,38.34962,-121.987,48838
Bibb County Courthouse,275 2nd St,Macon,GA,31201,,1,,,GPS,32.83827,-83.6276,48846
City of Santa Fe - Railyard Parking Garage,503 Camino de la Familia,Santa Fe,NM,87501,2,,,,GPS,35.68451,-105.948,48864
City of Rancho Cucamonga - Metrolink Station,11208 Azuza Ct,Rancho Cucamonga,CA,91730,,2,,,GPS,34.09177,-117.559,48979
University of Hawaii at Hilo,200 W Kawaili St,Hilo,HI,96720,,1,,,GPS,19.700189,-155.081706,49002
Hawaii Convention Center,1801 Kalakaua Ave,Honolulu,HI,96815,,1,,,GPS,21.289897,-157.835614,49006
Kona International Airport at Keahole,73-200 Kupipi St,Kailua-Kona,HI,96740,,2,,,GPS,19.736875,-156.039669,49016
Four Seasons Resort at Manele Bay,1 Manele Bay Rd,Lanai City,HI,96763,,2,,,GPS,20.7422,-156.896039,49019
Firehouse Lot 3,1st St & Sloan St,South Orange,NJ,7079,3,3,,,GPS,40.745046,-74.26042,49035
El Monte Metrolink,10925 Railroad St,El Monte,CA,91731,,2,,,GPS,34.07614,-118.0345,49117
La Mesa Springs - Vons Grocery,8011 University Ave,La Mesa,CA,91942,,4,,,GPS,32.764765,-117.024,49121
Lodi City Hall,221 W Pine St,Lodi,CA,95240,,2,,1 SP Inductive,GPS,38.13437,-121.2884,49122
Sierra Chrysler Dodge Jeep Ram,1305 S Mountain Ave,Monrovia,CA,91016,,3,,,GPS,34.13867,-117.9869,49127
Rancho Sierra Vista - Public Parking Lot,4126 Potrero Rd,Newbury Park,CA,91320,,1,,,GPS,34.152947,-118.965356,49130
Ontario International Airport,Terminal Way,Ontario,CA,91761,,6,,,GPS,34.0616,-117.5935,49131
John T Lyle Center for Regenerative Studies,4105 University Dr,Pomona,CA,91768,,2,,,GPS,34.421597,-117.825,49133
University of California Davis - Medical Center,4241 X St,Sacramento,CA,95817,,10,,,GPS,38.553545,-121.4561,49134
Mojave Desert Air Quality Management District,14306 Park Ave,Victorville,CA,92392,,7,,,GPS,34.510833,-117.3256,49149
Hilton Garden Inn - Luckie Street District Parking Deck,311 Marietta St,Atlanta,GA,30313,,1,,,GPS,33.76202,-84.3962,49168
Cranbrook Institute of Science - Parking Deck,39221 Woodward Ave,Bloomfield Hills,MI,48303,,1,,,GPS,42.57181646,-83.25019,49172
DTE Energy - Macomb Service Center,15600 19 Mile Rd,Clinton Township,MI,48038,,,,2 Conductive 120V  1 Conductive 240V,GPS,42.611598,-82.96678,49173
McNaughton McKay Electric Co,1357 E Lincoln Ave,Madison Heights,MI,48071,,2,,,GPS,42.484615,-83.09264,49174
Lawrence Technological University,21000 W 10 Mile Rd,Southfield,MI,48075,,1,,,GPS,42.476386,-83.24981,49175
Winner Chevrolet,1624 S Canyon Way,Colfax,CA,95713,,2,,,GPS,39.084259,-120.956,49255
City of Davis - City Hall,23 Russell Blvd,Davis,CA,95616,,2,,,GPS,38.546699,-121.7461,49329
Yolo-Solano Air Quality Management District,1947 Galileo Ct,Davis,CA,95618,,2,,,GPS,38.54246,-121.7279,49330
Homewood Suites - San Jose Airport,10 W Trimble Rd,San Jose,CA,95131,,2,,,GPS,37.38514,-121.9288,49342
Vallejo City Hall,555 Santa Clara St,Vallejo,CA,94590,,2,,,GPS,38.1022,-122.261,49350
City Market - Onion River Co-Op,82 S Winooski Ave,Burlington,VT,5401,,1,,,GPS,44.478,-73.21038,49404
Langway Chevrolet of Manchester,4847 Main St,Manchester,VT,5255,,1,,,GPS,43.1769,-73.05818,49406
University of Pittsburgh Medical Center - Montefiore Hospital Parking Garage,3459 Fifth Ave,Pittsburgh,PA,15213,,2,,,GPS,40.444069,-79.962353,49459
State Capitol,422 Rice St,St. Paul,MN,55103,,2,,,GPS,44.9554,-93.105642,49521
Memering Motorplex,1949 Hart St,Vincennes,IN,47591,,1,,,GPS,38.665181,-87.512497,49673
Ricart Nissan,4255 S Hamilton Rd,Groveport,OH,43125,,1,,,GPS,39.891489,-82.887892,49682
Nelson Nissan,800 W Queens St,Broken Arrow,OK,74012,,1,,,GPS,36.071228,-95.800458,49684
Hilton Garden Inn,2671 Hospitality Blvd,Florence,SC,29501,,2,,,GPS,34.186977,-79.83634,49714
City of Hartsville - 5th Street Parking Lot,126 N 5th St,Hartsville,SC,29550,,2,,,GPS,34.373819,-80.07357,49715
Harr Motors,4255 6th Ave SE,Aberdeen,SD,57401,,1,,,GPS,45.460117,-98.428906,49716
Fred Haas Nissan,24202 Tomball Pkwy,Tomball,TX,77375,,1,,,GPS,30.033375,-95.602006,49740
Mountain View Solar,257 J R Hawvermale Way,Berkeley Springs,WV,25411,,1,,,,39.4718203,-78.3025336,49776
Cole Nissan,Route 460 Green Valley,Bluefield,WV,24701,,1,,,GPS,37.322633,-81.135206,49777
Moses Nissan,5200 US Route 60 E,Huntington,WV,25705,,1,,,,38.4120754,-82.3407453,49780
Straub Nissan,205 Straub Dr,Triadelphia,WV,26059,,1,,,GPS,40.0593228,-80.5921883,49784
Don Marshall Nissan,1147 S Highway 27,Somerset,KY,42501,,1,,,GPS,37.07541,-84.618089,49799
Gerweck Nissan,15407 S Monroe St,Monroe,MI,48161,,1,,,GPS,41.900072,-83.412031,49840
Mankato Nissan,1815 E Madison Ave,Mankato,MN,56001,,1,2,,GPS,44.1661602,-93.9549949,49856
Nissan of Clinton,412 Southeast Blvd,Clinton,NC,28328,,1,,,GPS,34.999456,-78.309597,49874
Village of Pinehurst,178 Village Green St W,Pinehurst,NC,28374,,2,,,GPS,35.203956,-79.469927,49877
Wake County - Parking Deck,216 W Cabarrus St,Raleigh,NC,27601,,2,,,GPS,35.775039,-78.642626,49880
Wake Technical Community College,9101 Fayetteville Rd,Raleigh,NC,27603,,2,,,GPS,35.650348,-78.70739,49881
Bridgewater Nissan,1400 Route 22,Bridgewater,NJ,8807,,1,2,,,40.575128,-74.5672844,49900
Woodhouse Nissan,7801 Nebraska Dr,Bellevue,NE,68005,,1,,,GPS,41.169081,-95.926542,49908
Nissan World of Springfield,146-162 Route 22 W,Springfield,NJ,7081,,1,,,GPS,40.6867798,-74.3182892,49910
Jim Harte Nissan,271 N Bedford Rd,Mt. Kisco,NY,10549,,1,1,,GPS,41.218222,-73.718358,49934
Sheraton Vistana Resort,8800 Vistana Centre Dr,Orlando,FL,32821,,2,,,GPS,28.368278,-81.50433,49945
Applebee's,2901 66th St N,St. Petersburg,FL,33710,,1,,,GPS,27.798225,-82.728033,49949
City of Saint Petersburg - Bayshore Dr,132 Bayshore Dr NE,St. Petersburg,FL,33731,,2,,,GPS,27.772517,-82.63193,49950
City of Saint Petersburg - Mid CoreParking Garage,117 2nd St N,St. Petersburg,FL,33731,,4,,,GPS,27.772514,-82.634781,49951
Saint Petersburg College - Gibbs Campus,6605 5th Ave N,St. Petersburg,FL,33733,,2,,,GPS,27.778611,-82.73089,49955
City of Seminole - Recreation Center,9100 113th St N,Seminole,FL,33772,,2,,,GPS,27.856111,-82.79603,49957
Grainger Nissan,1550 Chatham Pkwy,Savannah,GA,31408,,1,1,,GPS,32.074592,-81.159731,49962
City of Altamonte Springs - City Hall,225 Newburyport Ave,Altamonte Springs,FL,32701,,2,,,GPS,28.664583,-81.35819,50007
City of DeLand - City Hall,120 S Florida Ave,Deland,FL,32720,,1,,,GPS,29.027639,-81.30658,50009
City of DeLand - Parking Lot 11,121 W Rich Ave,Deland,FL,32720,,2,,,GPS,29.030056,-81.30456,50010
City of Inverness - Parking Lot,212 W Main St,Inverness,FL,34450,,2,,,GPS,28.8363417,-82.3343183,50013
City of Denver - Denver Performing Arts Center Garage,1055 13th St,Denver,CO,80204,,2,1,,GPS,39.743919,-104.998075,50066
Latitudes,2401 Highway 528,Rio Rancho,NM,87124,,2,,,GPS,35.218873,-106.66282,50083
Best Western Date Tree Hotel,81909 Indio Blvd,Indio,CA,92201,1,,,,GPS,33.731614,-116.241283,50149
The Market Place,2982 El Camino Real,Tustin,CA,92782,,4,,,GPS,33.724539,-117.793058,50158
Delta Township Administration Building,7710 W Saginaw Hwy,Lansing,MI,48917,,2,,,GPS,42.7415756,-84.66348,50171
Sheraton Vistana Village,12401 International Dr,Orlando,FL,32821,,2,,,GPS,28.386804,-81.476637,50453
City of Buford - Community Center,2200 Buford Hwy NE,Buford,GA,30518,,1,,,GPS,34.11390305,-83.99563,50463
Gastonia Conference Center,145 Dr MLK Jr Way,Gastonia,NC,28052,,9,,,,35.2642892,-81.1819739,50698
Carousel Cafe,1510 Mall Square,Wilkesboro,NC,28697,1,,,,GPS,36.099787,-81.1720527,50705
Reasor's Foods,11116 S Memorial Dr,Bixby,OK,74008,,1,,,GPS,36.00035,-95.889069,50712
David L Lawrence Convention Center Garage,1000 Fort Duquesne Blvd,Pittsburgh,PA,15222,,2,,,GPS,40.445111,-79.995327,50719
Oakland Airport - Economy Lot,1 Airport Dr,Oakland,CA,94621,,2,,1 SP Inductive,GPS,37.7153,-122.2145,50736
Santa Barbara City College - Lot 4A,721 Cliff Dr,Santa Barbara,CA,93109,,4,,,GPS,34.40641,-119.697,50792
City of Temecula - Old Town Parking Garage,28690 Mercedes St,Temecula,CA,92590,,2,,,GPS,33.49353,-117.146,50799
Milford Southbound Service Plaza - Tesla,I-95 S,Milford,CT,6460,,,2,,GPS,41.24718,-73.009992,50813
Mount Abram Ski Area,308 Howe Hill Rd,Greenwood,ME,4255,,2,,,GPS,44.379914,-70.70744,50834
Delta Township Library,5130 Davenport Dr,Lansing,MI,48917,,1,,,GPS,42.745881,-84.62145,50837
Lansing Community College - Lot E6,216 W Saginaw,Lansing,MI,48933,,2,,,,42.741098,-84.554669,50843
Big Boy,600 N Cedar St,Mason,MI,48854,,1,,,GPS,42.589586,-84.457444,50848
Wilson Sonsini Goodrich & Rosati,650 Page Mill Rd,Palo Alto,CA,94304,,2,,,GPS,37.782284,-122.418185,50949
University of California Davis - Plug-In Hybrid and Electric Vehicle Research Center,1590 Tilia St,Davis,CA,95616,,6,,,GPS,38.54167,-121.771,51001
University of California Davis - Institute of Transportation Studies,1605 Tilia St,Davis,CA,95616,,2,,,GPS,38.54215,-121.771,51002
City of Rancho Cucamonga - Beryl Park West,6501 Carnelian St,Rancho Cucamonga,CA,91701,,1,,,GPS,34.136245,-117.61613,51131
City of Palm Desert - City Hall,73510 Fred Waring Dr,Palm Desert,CA,92260,,4,,,GPS,33.730812,-116.38184,51516
Marriott Kauai Lagoons,3325 Holokawelu Way,Lihue,HI,96766,,1,,,GPS,21.961619,-159.351011,51532
