,Zip Code,Number of Stations,Average AGI,Number of Connectors,AGI Range,Percentage of Total Zips
4586,21904,1,63374.61,18.0,50k-75k,37.0
4587,11220,1,28458.65,1.0,<50k,28.25
4588,47591,1,49046.84,1.0,<50k,28.25
4589,31204,1,37902.69,4.0,<50k,28.25
4590,85749,1,105065.56,2.0,100k-125k,7.38
4591,55013,1,73091.02,1.0,50k-75k,37.0
4592,91932,1,41660.06,1.0,<50k,28.25
4593,98021,1,98212.2,2.0,75k-100k,15.33
4594,10924,1,91540.55,2.0,75k-100k,15.33
4595,55418,1,59626.53,1.0,50k-75k,37.0
4596,30269,1,102332.83,4.0,100k-125k,7.38
4597,06382,1,52455.51,9.0,50k-75k,37.0
4598,27105,1,28754.84,2.0,<50k,28.25
4599,44333,1,132772.31,1.0,125k-150k,3.78
4600,21162,1,73965.88,4.0,50k-75k,37.0
4601,96120,1,62572.97,1.0,50k-75k,37.0
4602,22480,1,108196.67,2.0,100k-125k,7.38
4603,29646,1,40679.93,1.0,<50k,28.25
4604,54915,1,63419.49,2.0,50k-75k,37.0
4605,13760,1,55340.26,2.0,50k-75k,37.0
4606,32439,1,53095.68,1.0,50k-75k,37.0
4607,37072,1,56907.29,2.0,50k-75k,37.0
4608,98363,1,51702.42,1.0,50k-75k,37.0
4609,02816,1,61491.79,2.0,50k-75k,37.0
4610,75061,1,37361.82,4.0,<50k,28.25
4611,97830,1,45600.0,2.0,<50k,28.25
4612,44303,1,70323.99,1.0,50k-75k,37.0
4613,44301,1,34472.15,2.0,<50k,28.25
4614,92881,1,83299.3,5.0,75k-100k,15.33
4615,59872,1,47633.33,4.0,<50k,28.25
4616,47959,1,40264.29,1.0,<50k,28.25
4617,75234,1,57870.41,2.0,50k-75k,37.0
4618,67501,1,34378.44,1.0,<50k,28.25
4619,98283,1,46900.0,1.0,<50k,28.25
4620,30054,1,56664.62,2.0,50k-75k,37.0
4621,20646,1,80856.74,1.0,75k-100k,15.33
4622,55378,1,83701.28,2.0,75k-100k,15.33
4623,48080,1,50211.23,2.0,50k-75k,37.0
4624,01354,1,58229.63,2.0,50k-75k,37.0
4625,84037,1,87064.93,1.0,75k-100k,15.33
4626,55331,1,221057.17,3.0,175k+,5.88
4627,53528,1,86751.47,1.0,75k-100k,15.33
4628,52402,1,61758.5,4.0,50k-75k,37.0
4629,76384,1,43544.62,1.0,<50k,28.25
4630,01880,1,90105.42,2.0,75k-100k,15.33
4631,53051,1,82046.73,1.0,75k-100k,15.33
4632,79201,1,46311.52,8.0,<50k,28.25
4633,81082,1,46239.92,6.0,<50k,28.25
4634,38571,1,42014.29,1.0,<50k,28.25
4635,70126,1,30470.55,2.0,<50k,28.25
4636,53097,1,170675.0,1.0,150k-175k,1.78
4637,92808,1,113371.85,1.0,100k-125k,7.38
4638,66701,1,41871.83,1.0,<50k,28.25
4639,30127,1,62487.32,3.0,50k-75k,37.0
4640,85298,1,108689.81,2.0,100k-125k,7.38
4641,85388,1,58146.2,1.0,50k-75k,37.0
4642,97462,1,47403.25,2.0,<50k,28.25
4643,78235,1,40132.5,6.0,<50k,28.25
4644,98146,1,63707.18,1.0,50k-75k,37.0
4645,62526,1,45122.44,1.0,<50k,28.25
4646,60602,1,315516.54,2.0,175k+,5.88
4647,57103,1,61615.68,3.0,50k-75k,37.0
4648,97236,1,41391.26,1.0,<50k,28.25
4649,60025,1,145653.61,2.0,125k-150k,3.78
4650,67037,1,65515.18,1.0,50k-75k,37.0
4651,98408,1,43891.62,1.0,<50k,28.25
4652,48125,1,38775.94,2.0,<50k,28.25
4653,37745,1,45823.04,1.0,<50k,28.25
4654,48335,1,76256.16,2.0,75k-100k,15.33
4655,28723,1,41928.22,1.0,<50k,28.25
4656,77064,1,58161.28,2.0,50k-75k,37.0
4657,28584,1,62527.48,2.0,50k-75k,37.0
4658,92070,1,47427.27,2.0,<50k,28.25
4659,95386,1,49592.68,2.0,<50k,28.25
4660,33418,1,176695.36,3.0,175k+,5.88
4661,78657,1,127434.83,2.0,125k-150k,3.78
4662,86046,1,45596.4,3.0,<50k,28.25
4663,06070,1,139729.25,2.0,125k-150k,3.78
4664,23235,1,70205.52,1.0,50k-75k,37.0
4665,94116,1,96006.07,1.0,75k-100k,15.33
4666,96722,1,92594.17,2.0,75k-100k,15.33
4667,19320,1,70587.33,1.0,50k-75k,37.0
4668,26431,1,47792.48,2.0,<50k,28.25
4669,48109,1,26672.73,2.0,<50k,28.25
4670,83467,1,46072.18,1.0,<50k,28.25
4671,94124,1,45621.2,1.0,<50k,28.25
4672,95111,1,47510.57,1.0,<50k,28.25
4673,01748,1,186321.9,2.0,175k+,5.88
4674,86326,1,43171.83,3.0,<50k,28.25
4675,61455,1,52473.47,1.0,50k-75k,37.0
4676,14607,1,48847.45,4.0,<50k,28.25
4677,12442,1,55939.58,2.0,50k-75k,37.0
4678,36303,1,55641.79,2.0,50k-75k,37.0
4679,35987,1,46545.83,8.0,<50k,28.25
4680,23464,1,56723.3,2.0,50k-75k,37.0
4681,21787,1,57234.06,2.0,50k-75k,37.0
4682,43228,1,38772.98,2.0,<50k,28.25
4683,25703,1,20937.09,1.0,<50k,28.25
4684,27203,1,32860.94,2.0,<50k,28.25
4685,45241,1,86906.36,2.0,75k-100k,15.33
4686,13478,1,50291.67,3.0,50k-75k,37.0
4687,30087,1,63261.39,1.0,50k-75k,37.0
4688,33777,1,71256.09,1.0,50k-75k,37.0
4689,77041,1,86370.42,2.0,75k-100k,15.33
4690,23834,1,51124.18,2.0,50k-75k,37.0
4691,77505,1,73942.53,2.0,50k-75k,37.0
4692,06029,1,90994.71,2.0,75k-100k,15.33
4693,19119,1,80773.6,1.0,75k-100k,15.33
4694,95405,1,81675.4,4.0,75k-100k,15.33
4695,30008,1,37702.61,2.0,<50k,28.25
4696,02904,1,48359.03,2.0,<50k,28.25
4697,53532,1,69894.58,2.0,50k-75k,37.0
4698,27545,1,49548.26,2.0,<50k,28.25
4699,02536,1,66819.43,2.0,50k-75k,37.0
4700,29142,1,38728.7,6.0,<50k,28.25
4701,42103,1,83690.54,1.0,75k-100k,15.33
4702,07847,1,66182.42,2.0,50k-75k,37.0
4703,12601,1,48358.35,1.0,<50k,28.25
4704,98802,1,55961.98,2.0,50k-75k,37.0
4705,98686,1,75645.05,2.0,75k-100k,15.33
4706,30101,1,76846.19,2.0,75k-100k,15.33
4707,19081,1,116073.32,1.0,100k-125k,7.38
4708,31501,1,40676.23,1.0,<50k,28.25
4709,95348,1,43744.83,2.0,<50k,28.25
4710,20137,1,111113.83,2.0,100k-125k,7.38
4711,49321,1,48516.88,4.0,<50k,28.25
4712,94110,1,114249.89,4.0,100k-125k,7.38
4713,59823,1,52233.33,2.0,50k-75k,37.0
4714,30021,1,25954.09,2.0,<50k,28.25
4715,22044,1,86229.02,2.0,75k-100k,15.33
4716,10461,1,51100.21,2.0,50k-75k,37.0
4717,91739,1,90651.91,12.0,75k-100k,15.33
4718,07506,1,70806.21,8.0,50k-75k,37.0
4719,49080,1,57007.22,2.0,50k-75k,37.0
4720,55923,1,62969.59,1.0,50k-75k,37.0
4721,20636,1,87533.4,1.0,75k-100k,15.33
4722,14026,1,53257.89,2.0,50k-75k,37.0
4723,02639,1,43895.56,1.0,<50k,28.25
4724,97013,1,66717.53,1.0,50k-75k,37.0
4725,75211,1,31687.48,2.0,<50k,28.25
4726,43204,1,38725.01,1.0,<50k,28.25
4727,33772,1,57853.64,2.0,50k-75k,37.0
4728,54482,1,73076.32,1.0,50k-75k,37.0
4729,03878,1,50007.8,1.0,50k-75k,37.0
4730,77477,1,51020.44,2.0,50k-75k,37.0
4731,02532,1,64046.69,1.0,50k-75k,37.0
4732,10543,1,174556.97,2.0,150k-175k,1.78
4733,80110,1,44646.17,2.0,<50k,28.25
4734,38930,1,39970.52,1.0,<50k,28.25
4735,75009,1,100367.07,1.0,100k-125k,7.38
4736,06471,1,74339.25,2.0,50k-75k,37.0
4737,84701,1,48558.26,4.0,<50k,28.25
4738,29488,1,37265.65,1.0,<50k,28.25
4739,03449,1,93104.4,2.0,75k-100k,15.33
4740,84737,1,49553.56,1.0,<50k,28.25
4741,28762,1,39936.12,1.0,<50k,28.25
4742,36526,1,70787.84,1.0,50k-75k,37.0
4743,92084,1,56301.71,3.0,50k-75k,37.0
4744,98374,1,70334.32,6.0,50k-75k,37.0
4745,11548,1,190829.85,2.0,175k+,5.88
4746,30721,1,36595.63,2.0,<50k,28.25
4747,38222,1,48793.69,2.0,<50k,28.25
4748,77089,1,52929.11,2.0,50k-75k,37.0
4749,73110,1,39109.52,2.0,<50k,28.25
4750,90715,1,49362.47,2.0,<50k,28.25
4751,06424,1,85460.79,1.0,75k-100k,15.33
4752,53149,1,77288.33,1.0,75k-100k,15.33
4753,29801,1,50409.52,2.0,50k-75k,37.0
4754,91042,1,56604.97,1.0,50k-75k,37.0
4755,62881,1,49398.47,2.0,<50k,28.25
4756,29206,1,95564.82,2.0,75k-100k,15.33
4757,45207,1,26956.4,2.0,<50k,28.25
4758,37186,1,37984.94,1.0,<50k,28.25
4759,11553,1,41767.63,2.0,<50k,28.25
4760,77055,1,103395.95,3.0,100k-125k,7.38
4761,06478,1,90717.92,2.0,75k-100k,15.33
4762,43128,1,39336.7,4.0,<50k,28.25
4763,18106,1,86415.3,2.0,75k-100k,15.33
4764,30182,1,45210.58,1.0,<50k,28.25
4765,49431,1,49314.29,8.0,<50k,28.25
4766,29745,1,54566.77,1.0,50k-75k,37.0
4767,85172,1,36388.75,2.0,<50k,28.25
4768,37122,1,74195.41,2.0,50k-75k,37.0
4769,63103,1,49250.7,2.0,<50k,28.25
4770,34744,1,40775.35,3.0,<50k,28.25
4771,92886,1,130394.25,1.0,125k-150k,3.78
4772,33064,1,64648.34,1.0,50k-75k,37.0
4773,81323,1,64278.05,1.0,50k-75k,37.0
4774,15071,1,71079.58,1.0,50k-75k,37.0
4775,32724,1,54983.43,2.0,50k-75k,37.0
4776,71730,1,60290.61,1.0,50k-75k,37.0
4777,53563,1,68346.15,1.0,50k-75k,37.0
4778,78071,1,67071.52,8.0,50k-75k,37.0
4779,38018,1,63019.86,2.0,50k-75k,37.0
4780,21658,1,99759.02,4.0,75k-100k,15.33
4781,18936,1,73273.68,1.0,50k-75k,37.0
4782,98392,1,57807.38,4.0,50k-75k,37.0
4783,21206,1,40055.4,2.0,<50k,28.25
4784,55042,1,129602.7,1.0,125k-150k,3.78
4785,29842,1,42193.18,1.0,<50k,28.25
4786,80230,1,136715.33,2.0,125k-150k,3.78
4787,89029,1,51326.33,4.0,50k-75k,37.0
4788,14818,1,55316.67,1.0,50k-75k,37.0
4789,86004,1,55941.08,5.0,50k-75k,37.0
4790,32137,1,74392.56,2.0,50k-75k,37.0
4791,15229,1,56873.59,2.0,50k-75k,37.0
4792,98844,1,47089.71,2.0,<50k,28.25
4793,44685,1,70179.75,2.0,50k-75k,37.0
4794,49519,1,43517.37,8.0,<50k,28.25
4795,88011,1,68273.41,1.0,50k-75k,37.0
4796,05661,1,57230.32,2.0,50k-75k,37.0
4797,37742,1,53867.83,1.0,50k-75k,37.0
4798,28782,1,64434.43,1.0,50k-75k,37.0
4799,06604,1,35669.2,2.0,<50k,28.25
4800,10460,1,27409.28,4.0,<50k,28.25
4801,53214,1,41392.01,1.0,<50k,28.25
4802,46205,1,54055.89,2.0,50k-75k,37.0
4803,95354,1,45280.63,1.0,<50k,28.25
4804,20158,1,138586.7,10.0,125k-150k,3.78
4805,87402,1,87944.56,4.0,75k-100k,15.33
4806,77077,1,106238.46,2.0,100k-125k,7.38
4807,94561,1,66262.49,2.0,50k-75k,37.0
4808,74104,1,61091.9,2.0,50k-75k,37.0
4809,75042,1,33572.17,2.0,<50k,28.25
4810,74129,1,37222.74,3.0,<50k,28.25
4811,60612,1,48371.48,2.0,<50k,28.25
4812,11788,1,101346.61,2.0,100k-125k,7.38
4813,78250,1,47966.67,3.0,<50k,28.25
4814,78503,1,47134.72,1.0,<50k,28.25
4815,33446,1,165152.19,4.0,150k-175k,1.78
4816,49756,1,38924.58,2.0,<50k,28.25
4817,53120,1,63903.12,2.0,50k-75k,37.0
4818,28751,1,46790.18,2.0,<50k,28.25
4819,27253,1,46198.14,2.0,<50k,28.25
4820,92584,1,61944.44,5.0,50k-75k,37.0
4821,11205,1,63897.98,2.0,50k-75k,37.0
4822,32086,1,53988.36,2.0,50k-75k,37.0
4823,21042,1,149912.39,4.0,125k-150k,3.78
4824,72204,1,32223.97,2.0,<50k,28.25
4825,32952,1,82585.62,1.0,75k-100k,15.33
4826,72206,1,37804.72,3.0,<50k,28.25
4827,38024,1,46495.89,1.0,<50k,28.25
4828,06120,1,23788.24,2.0,<50k,28.25
4829,97846,1,50071.0,1.0,50k-75k,37.0
4830,15902,1,31860.12,1.0,<50k,28.25
4831,70128,1,41470.4,1.0,<50k,28.25
4832,93722,1,46018.7,10.0,<50k,28.25
4833,49690,1,78280.62,3.0,75k-100k,15.33
4834,76541,1,28414.36,1.0,<50k,28.25
4835,01754,1,77520.22,2.0,75k-100k,15.33
4836,92844,1,37773.93,2.0,<50k,28.25
4837,33445,1,63711.5,2.0,50k-75k,37.0
4838,94706,1,95853.54,2.0,75k-100k,15.33
4839,94925,1,224000.21,3.0,175k+,5.88
4840,43502,1,57177.05,2.0,50k-75k,37.0
4841,40422,1,55654.36,1.0,50k-75k,37.0
4842,01834,1,81259.82,2.0,75k-100k,15.33
4843,96821,1,133795.63,1.0,125k-150k,3.78
4844,03784,1,74584.26,8.0,50k-75k,37.0
4845,64098,1,68782.01,4.0,50k-75k,37.0
4846,80447,1,77873.26,2.0,75k-100k,15.33
4847,68601,1,58818.59,2.0,50k-75k,37.0
4848,55431,1,67158.34,2.0,50k-75k,37.0
4849,24328,1,46185.0,2.0,<50k,28.25
4850,03257,1,123588.16,1.0,100k-125k,7.38
4851,06488,1,95926.25,1.0,75k-100k,15.33
4852,02019,1,70411.44,2.0,50k-75k,37.0
4853,01536,1,95950.69,2.0,75k-100k,15.33
4854,33145,1,46472.45,4.0,<50k,28.25
4855,08805,1,56149.37,2.0,50k-75k,37.0
4856,47001,1,48150.68,4.0,<50k,28.25
4857,49424,1,64364.78,2.0,50k-75k,37.0
4858,11217,1,123636.52,2.0,100k-125k,7.38
4859,37128,1,61207.08,4.0,50k-75k,37.0
4860,78717,1,103284.37,4.0,100k-125k,7.38
4861,22840,1,69817.7,1.0,50k-75k,37.0
4862,76645,1,46339.92,2.0,<50k,28.25
4863,60085,1,35415.9,2.0,<50k,28.25
4864,48838,1,45622.77,1.0,<50k,28.25
4865,23112,1,74751.27,1.0,50k-75k,37.0
4866,95842,1,38257.15,2.0,<50k,28.25
4867,63123,1,52391.84,2.0,50k-75k,37.0
4868,76504,1,36643.64,2.0,<50k,28.25
4869,98126,1,81792.79,1.0,75k-100k,15.33
4870,86403,1,41611.49,2.0,<50k,28.25
4871,36305,1,83076.14,1.0,75k-100k,15.33
4872,47901,1,42831.87,1.0,<50k,28.25
4873,38372,1,44258.64,1.0,<50k,28.25
4874,43725,1,47685.12,8.0,<50k,28.25
4875,76901,1,52905.43,1.0,50k-75k,37.0
4876,20678,1,69719.5,1.0,50k-75k,37.0
4877,61520,1,48241.83,2.0,<50k,28.25
4878,95573,1,54388.16,2.0,50k-75k,37.0
4879,54660,1,53172.56,1.0,50k-75k,37.0
4880,22315,1,102183.56,4.0,100k-125k,7.38
4881,11361,1,68005.08,1.0,50k-75k,37.0
4882,61614,1,73440.72,1.0,50k-75k,37.0
4883,79756,1,63473.36,2.0,50k-75k,37.0
4884,44011,1,97931.55,4.0,75k-100k,15.33
4885,78552,1,49957.41,1.0,<50k,28.25
4886,01103,1,36505.94,2.0,<50k,28.25
4887,28146,1,49888.06,2.0,<50k,28.25
4888,11233,1,38088.5,2.0,<50k,28.25
4889,72209,1,27424.94,2.0,<50k,28.25
4890,34135,1,96178.99,1.0,75k-100k,15.33
4891,27614,1,151403.0,3.0,150k-175k,1.78
4892,75215,1,29133.92,3.0,<50k,28.25
4893,28390,1,41294.88,6.0,<50k,28.25
4894,89521,1,90603.8,2.0,75k-100k,15.33
4895,06378,1,124695.16,1.0,100k-125k,7.38
4896,33611,1,83535.49,2.0,75k-100k,15.33
4897,94564,1,66724.52,4.0,50k-75k,37.0
4898,43701,1,45958.8,1.0,<50k,28.25
4899,85204,1,38395.82,1.0,<50k,28.25
4900,37743,1,42168.88,3.0,<50k,28.25
4901,98513,1,60405.04,4.0,50k-75k,37.0
4902,37716,1,50117.32,2.0,50k-75k,37.0
4903,95117,1,77922.39,3.0,75k-100k,15.33
4904,85215,1,77048.58,2.0,75k-100k,15.33
4905,33510,1,48082.85,2.0,<50k,28.25
4906,61201,1,48607.6,2.0,<50k,28.25
4907,85306,1,47408.3,2.0,<50k,28.25
4908,49037,1,33640.17,1.0,<50k,28.25
4909,26447,1,43237.5,3.0,<50k,28.25
4910,02806,1,166813.12,2.0,150k-175k,1.78
4911,08360,1,41551.45,1.0,<50k,28.25
4912,17111,1,62218.38,1.0,50k-75k,37.0
4913,60426,1,28168.26,2.0,<50k,28.25
4914,24483,1,42786.21,2.0,<50k,28.25
4915,75092,1,60316.61,2.0,50k-75k,37.0
4916,24578,1,54169.57,67.0,50k-75k,37.0
4917,19401,1,43780.79,1.0,<50k,28.25
4918,91945,1,45097.19,1.0,<50k,28.25
4919,36535,1,41995.06,3.0,<50k,28.25
4920,93646,1,29113.48,1.0,<50k,28.25
4921,77657,1,73156.26,1.0,50k-75k,37.0
4922,53115,1,49602.44,2.0,<50k,28.25
4923,30094,1,52962.61,1.0,50k-75k,37.0
4924,14020,1,46638.65,2.0,<50k,28.25
4925,96103,1,61052.05,3.0,50k-75k,37.0
4926,97101,1,66994.61,1.0,50k-75k,37.0
4927,22701,1,57543.27,1.0,50k-75k,37.0
4928,06615,1,55762.01,2.0,50k-75k,37.0
4929,80004,1,65945.65,1.0,50k-75k,37.0
4930,43452,1,55549.86,1.0,50k-75k,37.0
4931,01906,1,66724.68,5.0,50k-75k,37.0
4932,35046,1,52570.46,1.0,50k-75k,37.0
4933,93060,1,46964.73,2.0,<50k,28.25
4934,36420,1,48943.08,1.0,<50k,28.25
4935,95465,1,82676.64,1.0,75k-100k,15.33
4936,03103,1,42968.72,1.0,<50k,28.25
4937,02379,1,72389.54,2.0,50k-75k,37.0
4938,31705,1,28429.97,1.0,<50k,28.25
4939,47906,1,73045.85,1.0,50k-75k,37.0
4940,06371,1,148497.54,2.0,125k-150k,3.78
4941,98611,1,57265.01,2.0,50k-75k,37.0
4942,86047,1,39043.33,2.0,<50k,28.25
4943,78013,1,70021.72,1.0,50k-75k,37.0
4944,56301,1,65806.62,1.0,50k-75k,37.0
4945,32903,1,97718.42,2.0,75k-100k,15.33
4946,99354,1,68008.1,1.0,50k-75k,37.0
4947,70817,1,81177.65,2.0,75k-100k,15.33
4948,72205,1,61407.76,2.0,50k-75k,37.0
4949,14487,1,61196.26,2.0,50k-75k,37.0
4950,52175,1,53654.55,1.0,50k-75k,37.0
4951,28429,1,45943.06,2.0,<50k,28.25
4952,11784,1,60085.34,2.0,50k-75k,37.0
4953,93517,1,52187.88,1.0,50k-75k,37.0
4954,19003,1,103732.99,1.0,100k-125k,7.38
4955,33916,1,32947.97,1.0,<50k,28.25
4956,64080,1,61426.45,6.0,50k-75k,37.0
4957,21737,1,188472.04,2.0,175k+,5.88
4958,75601,1,52804.83,1.0,50k-75k,37.0
4959,80134,1,108587.82,2.0,100k-125k,7.38
4960,33135,1,25473.75,2.0,<50k,28.25
4961,33617,1,42758.71,2.0,<50k,28.25
4962,06417,1,80745.3,2.0,75k-100k,15.33
4963,60502,1,104945.61,2.0,100k-125k,7.38
4964,84010,1,75860.71,1.0,75k-100k,15.33
4965,80138,1,104610.52,2.0,100k-125k,7.38
4966,21214,1,50319.94,2.0,50k-75k,37.0
4967,91301,1,145869.7,2.0,125k-150k,3.78
4968,32962,1,44543.98,1.0,<50k,28.25
4969,37725,1,51367.69,2.0,50k-75k,37.0
4970,48327,1,50818.21,2.0,50k-75k,37.0
4971,91767,1,40685.83,1.0,<50k,28.25
4972,34450,1,47660.18,2.0,<50k,28.25
4973,55420,1,51017.7,2.0,50k-75k,37.0
4974,33055,1,29462.46,2.0,<50k,28.25
4975,73162,1,69335.42,1.0,50k-75k,37.0
4976,33904,1,61270.01,1.0,50k-75k,37.0
4977,05843,1,39419.4,1.0,<50k,28.25
4978,67030,1,73456.49,1.0,50k-75k,37.0
4979,76053,1,45950.86,3.0,<50k,28.25
4980,11109,1,165766.12,2.0,150k-175k,1.78
4981,91506,1,74977.15,2.0,50k-75k,37.0
4982,20151,1,99289.54,2.0,75k-100k,15.33
4983,61104,1,27166.43,4.0,<50k,28.25
4984,76115,1,29354.9,1.0,<50k,28.25
4985,70058,1,43306.56,1.0,<50k,28.25
4986,93711,1,109064.95,5.0,100k-125k,7.38
4987,73118,1,72664.51,4.0,50k-75k,37.0
4988,79119,1,103344.48,1.0,100k-125k,7.38
4989,64145,1,97430.65,6.0,75k-100k,15.33
4990,13078,1,119312.17,2.0,100k-125k,7.38
4991,60154,1,67523.65,2.0,50k-75k,37.0
4992,28110,1,52202.73,1.0,50k-75k,37.0
4993,12455,1,50125.33,2.0,50k-75k,37.0
4994,17057,1,51971.8,2.0,50k-75k,37.0
4995,83815,1,53813.39,6.0,50k-75k,37.0
4996,13904,1,51090.34,2.0,50k-75k,37.0
4997,02645,1,67257.35,2.0,50k-75k,37.0
4998,97016,1,54525.1,2.0,50k-75k,37.0
4999,03584,1,54215.2,2.0,50k-75k,37.0
5000,31069,1,52556.88,3.0,50k-75k,37.0
5001,63139,1,49865.6,2.0,<50k,28.25
5002,46077,1,166259.83,2.0,150k-175k,1.78
5003,48185,1,42266.26,2.0,<50k,28.25
5004,34285,1,79658.09,1.0,75k-100k,15.33
5005,32164,1,43174.69,2.0,<50k,28.25
5006,54302,1,40291.8,1.0,<50k,28.25
5007,46391,1,58556.48,2.0,50k-75k,37.0
5008,78204,1,46923.11,1.0,<50k,28.25
5009,59808,1,65566.23,6.0,50k-75k,37.0
5010,28470,1,44257.38,1.0,<50k,28.25
5011,77536,1,71387.4,2.0,50k-75k,37.0
5012,80909,1,41339.26,1.0,<50k,28.25
5013,40209,1,32950.0,2.0,<50k,28.25
5014,37207,1,32480.27,2.0,<50k,28.25
5015,75801,1,43823.62,1.0,<50k,28.25
5016,57751,1,51702.27,2.0,50k-75k,37.0
5017,95828,1,38327.67,2.0,<50k,28.25
5018,24551,1,81253.88,1.0,75k-100k,15.33
5019,19026,1,65502.98,1.0,50k-75k,37.0
5020,80124,1,137082.52,6.0,125k-150k,3.78
5021,92114,1,41692.99,1.0,<50k,28.25
5022,27856,1,50496.2,2.0,50k-75k,37.0
5023,14886,1,62922.05,2.0,50k-75k,37.0
5024,43014,1,42156.76,1.0,<50k,28.25
5025,84054,1,77533.29,3.0,75k-100k,15.33
5026,91011,1,281650.58,2.0,175k+,5.88
5027,72455,1,42282.89,1.0,<50k,28.25
5028,34207,1,31775.5,1.0,<50k,28.25
5029,44833,1,41262.55,3.0,<50k,28.25
5030,05032,1,51487.7,2.0,50k-75k,37.0
5031,30228,1,44234.06,3.0,<50k,28.25
5032,22920,1,85157.81,1.0,75k-100k,15.33
5033,95966,1,47599.53,2.0,<50k,28.25
5034,28120,1,58519.15,1.0,50k-75k,37.0
5035,14526,1,84641.92,1.0,75k-100k,15.33
5036,12983,1,59372.7,3.0,50k-75k,37.0
5037,85742,1,63208.35,1.0,50k-75k,37.0
5038,01841,1,27977.12,1.0,<50k,28.25
5039,48009,1,232539.81,2.0,175k+,5.88
5040,33825,1,37384.64,1.0,<50k,28.25
5041,19968,1,64773.43,3.0,50k-75k,37.0
5042,43821,1,46496.52,1.0,<50k,28.25
5043,63043,1,57080.32,2.0,50k-75k,37.0
5044,28215,1,38793.27,2.0,<50k,28.25
5045,08753,1,67474.76,1.0,50k-75k,37.0
5046,34201,1,220890.24,2.0,175k+,5.88
5047,82225,1,56670.97,4.0,50k-75k,37.0
5048,97371,1,74319.44,3.0,50k-75k,37.0
5049,98240,1,64441.26,2.0,50k-75k,37.0
5050,65809,1,159229.94,2.0,150k-175k,1.78
5051,75253,1,30389.89,3.0,<50k,28.25
5052,25705,1,57827.32,1.0,50k-75k,37.0
5053,92129,1,99547.46,3.0,75k-100k,15.33
5054,18336,1,51141.28,2.0,50k-75k,37.0
5055,12207,1,34726.32,4.0,<50k,28.25
5056,27320,1,44683.08,1.0,<50k,28.25
5057,06612,1,194294.38,2.0,175k+,5.88
5058,81320,1,45183.33,1.0,<50k,28.25
5059,04562,1,60460.78,1.0,50k-75k,37.0
5060,60030,1,84017.04,2.0,75k-100k,15.33
5061,95608,1,76231.87,2.0,75k-100k,15.33
5062,76006,1,56166.57,3.0,50k-75k,37.0
5063,83854,1,51982.46,2.0,50k-75k,37.0
5064,80003,1,51732.98,1.0,50k-75k,37.0
5065,07444,1,99185.52,2.0,75k-100k,15.33
5066,44846,1,64091.43,6.0,50k-75k,37.0
5067,38128,1,28979.13,2.0,<50k,28.25
5068,60187,1,112759.42,2.0,100k-125k,7.38
5069,91344,1,73402.24,2.0,50k-75k,37.0
5070,15220,1,66372.0,2.0,50k-75k,37.0
5071,20018,1,59149.53,3.0,50k-75k,37.0
5072,77086,1,33238.7,2.0,<50k,28.25
5073,78214,1,28237.01,1.0,<50k,28.25
5074,53142,1,61397.87,3.0,50k-75k,37.0
5075,11203,1,38963.74,2.0,<50k,28.25
5076,37801,1,47789.53,2.0,<50k,28.25
5077,41011,1,74572.12,2.0,50k-75k,37.0
5078,95823,1,34705.45,34.0,<50k,28.25
5079,39208,1,43393.44,8.0,<50k,28.25
5080,77503,1,42548.71,1.0,<50k,28.25
5081,50428,1,71404.96,1.0,50k-75k,37.0
5082,61021,1,53920.85,1.0,50k-75k,37.0
5083,98855,1,41747.92,1.0,<50k,28.25
5084,36203,1,48934.28,1.0,<50k,28.25
5085,20135,1,104068.42,2.0,100k-125k,7.38
5086,44135,1,35970.79,1.0,<50k,28.25
5087,91780,1,60316.52,2.0,50k-75k,37.0
5088,54941,1,62212.69,2.0,50k-75k,37.0
5089,29440,1,45437.39,1.0,<50k,28.25
5090,55806,1,36933.64,1.0,<50k,28.25
5091,68111,1,24284.47,4.0,<50k,28.25
5092,28711,1,51947.12,2.0,50k-75k,37.0
5093,49461,1,55815.81,2.0,50k-75k,37.0
5094,55408,1,56082.27,2.0,50k-75k,37.0
5095,37388,1,52153.22,2.0,50k-75k,37.0
5096,12701,1,40437.99,2.0,<50k,28.25
5097,08043,1,111397.1,2.0,100k-125k,7.38
5098,60069,1,180436.78,1.0,175k+,5.88
5099,64088,1,51791.38,2.0,50k-75k,37.0
5100,28694,1,45415.2,2.0,<50k,28.25
5101,48309,1,103647.43,2.0,100k-125k,7.38
5102,15235,1,52119.88,2.0,50k-75k,37.0
5103,08520,1,77004.52,2.0,75k-100k,15.33
5104,97479,1,43761.56,2.0,<50k,28.25
5105,28658,1,47758.5,1.0,<50k,28.25
5106,11743,1,160733.33,2.0,150k-175k,1.78
5107,98664,1,74500.63,1.0,50k-75k,37.0
5108,57301,1,57798.92,6.0,50k-75k,37.0
5109,04021,1,108259.56,2.0,100k-125k,7.38
5110,30513,1,50066.74,1.0,50k-75k,37.0
5111,74441,1,44082.07,2.0,<50k,28.25
5112,52803,1,50787.71,1.0,50k-75k,37.0
5113,79424,1,92444.73,1.0,75k-100k,15.33
5114,73149,1,32818.93,3.0,<50k,28.25
5115,18509,1,49980.32,1.0,<50k,28.25
5116,90304,1,31141.57,2.0,<50k,28.25
5117,05363,1,51946.61,14.0,50k-75k,37.0
